txn_id,account_id,customer_id,timestamp,amount,currency,direction,channel,counterparty,counterparty_country,asset_type,crypto_symbol,wallet_type,buyer_id,is_conversion
TXN96ABBD9ED5,ACC111E36C4,CUST0030,2026-04-13T18:31:26,2528.99,USD,debit,card,Merchant/Moreau,NL,FIAT,,,,False
TXND259918A65,ACC111E36C4,CUST0030,2026-04-13T19:03:04,4932.36,USD,debit,wire,Merchant/Rossi,NL,FIAT,,,,False
TXNE10429BF96,ACC4A13B151,CUST0004,2026-04-13T22:52:00,970.18,USD,debit,ach,Merchant/Ivanov,GB,FIAT,,,,False
TXNB12529D08F,ACC4959D983,CUST0007,2026-04-13T23:14:16,2535.58,USDT,debit,crypto,ClearChain Exchange,AU,CRYPTO,USDT,exchange_wallet,,False
TXNF8A0CCC9F9,ACC0BB1FA13,CUST0057,2026-04-13T23:17:36,519.49,USD,debit,card,Merchant/Farouk,CA,FIAT,,,,False
TXNA40535AC1A,ACCED830739,CUST0042,2026-04-13T23:34:20,9395.2,USD,credit,ach,Cash deposit,CA,FIAT,,,,False
TXND46BC48AD9,ACC428B80C7,CUST0022,2026-04-13T23:57:57,1691.49,USDT,credit,crypto,ClearChain Exchange,US,CRYPTO,USDT,exchange_wallet,BUYER-E77BB8,False
TXN09832EE5D2,ACCBAF5614F,CUST0039,2026-04-14T01:22:49,3326.01,USD,credit,wire,Merchant/Nguyen,AU,FIAT,,,,False
TXN1573635A3E,ACC1E50EF85,CUST0023,2026-04-14T01:55:47,2343.6,USD,debit,wire,Merchant/Rossi,GB,FIAT,,,,False
TXNBD6C580F21,ACCCBC0528B,CUST0001,2026-04-14T04:07:12,784.24,USD,credit,ach,Merchant/Kim,FR,FIAT,,,,False
TXNA316B27EF8,ACC7452DD56,CUST0062,2026-04-14T04:10:56,527.09,USD,credit,wire,Merchant/Lee,AU,FIAT,,,,False
TXN4687E22EC4,ACC80075352,CUST0031,2026-04-14T04:19:46,98.62,USD,credit,card,Merchant/Okafor,SG,FIAT,,,,False
TXNCC9628AC87,ACC78049D8C,CUST0041,2026-04-14T05:07:04,706.77,USD,debit,ach,Merchant/Lee,CA,FIAT,,,,False
TXN8132D20C98,ACC79CD60D9,CUST0069,2026-04-14T06:56:27,327.5,USD,credit,card,Merchant/Haddad,AU,FIAT,,,,False
TXNE3AA66D04B,ACCEED3F5D7,CUST0006,2026-04-14T07:19:04,243.36,USD,credit,ach,Merchant/Santos,SG,FIAT,,,,False
TXNDE17661E27,ACCC67FF9ED,CUST0076,2026-04-14T07:57:37,508.65,USD,credit,card,Merchant/Reyes,DE,FIAT,,,,False
TXNECC9370AF7,ACC68550ACB,CUST0003,2026-04-14T08:33:01,576.84,USD,debit,card,Merchant/Novak,DE,FIAT,,,,False
TXN8A800B8002,ACCD72300B2,CUST0047,2026-04-14T09:14:56,2383.92,USD,credit,card,Merchant/Moreau,SG,FIAT,,,,False
TXN6E47132F4C,ACC1DAE138B,CUST0043,2026-04-14T09:33:00,1005.3,USD,credit,ach,Merchant/Farouk,US,FIAT,,,,False
TXN472C8F891D,ACCC411DF40,CUST0079,2026-04-14T10:45:01,1648.9,SOL,credit,crypto,OrbitalX,SG,CRYPTO,SOL,exchange_wallet,BUYER-0027DB,False
TXN0157A9B450,ACC586AEF9F,CUST0085,2026-04-14T11:13:45,65.84,USD,debit,wire,Merchant/Farouk,DE,FIAT,,,,False
TXNC8D7C8DAD0,ACCC40869FF,CUST0037,2026-04-14T11:55:33,1523.2,SOL,credit,crypto,ClearChain Exchange,US,CRYPTO,SOL,exchange_wallet,BUYER-A82D43,False
TXNB9B757AA6E,ACCD72300B2,CUST0047,2026-04-14T12:12:26,411.12,USD,debit,ach,Merchant/Tanaka,SG,FIAT,,,,False
TXN75F3D8A3D7,ACC9D86F917,CUST0063,2026-04-14T12:36:02,5715.59,USD,credit,wire,Merchant/Adeyemi,CA,FIAT,,,,False
TXN1B7226A619,ACC94EF9BD4,CUST0071,2026-04-14T13:35:22,8453.44,BTC,debit,crypto,NovaCrypto,SG,CRYPTO,BTC,exchange_wallet,,True
TXN19459F1AB3,ACCEA07313F,CUST0075,2026-04-14T14:03:40,842.66,USD,credit,ach,Merchant/Smith,SG,FIAT,,,,False
TXN2CC7D9AD28,ACC9D86F917,CUST0063,2026-04-14T14:18:54,5437.32,USD,credit,wire,Merchant/Novak,CA,FIAT,,,,False
TXN3DF3F3C625,ACCDCF37C97,CUST0011,2026-04-14T14:54:52,464.16,USD,debit,ach,Merchant/Reyes,AU,FIAT,,,,False
TXN1AA9613FAF,ACC39F0CA15,CUST0084,2026-04-14T17:19:34,1036.62,USD,credit,card,Merchant/Ivanov,GB,FIAT,,,,False
TXN5030219CDA,ACC41382873,CUST0029,2026-04-14T17:21:48,3719.69,USD,debit,ach,Merchant/Tanaka,NL,FIAT,,,,False
TXN2762B93795,ACCDCF37C97,CUST0011,2026-04-14T17:23:21,370.51,USD,credit,ach,Merchant/Osei,AU,FIAT,,,,False
TXN744A3BF28D,ACC428B80C7,CUST0022,2026-04-14T17:25:29,442.39,USD,debit,card,Merchant/Smith,US,FIAT,,,,False
TXNF013DA3CD8,ACC68550ACB,CUST0003,2026-04-14T17:33:07,1232.24,USD,credit,ach,Merchant/Okafor,DE,FIAT,,,,False
TXNCAEC9D178B,ACCED830739,CUST0042,2026-04-14T17:34:20,9258.08,USD,credit,cash,Cash deposit,CA,FIAT,,,,False
TXNB29B783C2D,ACCA229FF18,CUST0056,2026-04-14T18:29:58,2143.86,BTC,credit,crypto,CoinBridge Exchange,FR,CRYPTO,BTC,exchange_wallet,BUYER-2B77EA,False
TXN8453B184D2,ACC5EFC0872,CUST0003,2026-04-14T18:35:30,897.44,USD,debit,card,Merchant/Andersson,DE,FIAT,,,,False
TXN4C8615DD6E,ACCC503EFC8,CUST0014,2026-04-14T19:45:15,1218.44,USD,credit,card,Merchant/Garcia,NL,FIAT,,,,False
TXN47739FC36B,ACCA229FF18,CUST0056,2026-04-14T20:21:54,588.4,USD,debit,card,Merchant/Sato,FR,FIAT,,,,False
TXN7227FAB312,ACC62036A3C,CUST0013,2026-04-14T20:52:18,869.32,USD,debit,wire,Merchant/Tanaka,SG,FIAT,,,,False
TXN90810E75C9,ACCE449065E,CUST0082,2026-04-14T22:03:39,2208.52,XRP,debit,crypto,OrbitalX,DE,CRYPTO,XRP,exchange_wallet,,False
TXND0671C853B,ACCC40869FF,CUST0037,2026-04-14T22:53:09,4034.99,USD,debit,card,Merchant/Santos,US,FIAT,,,,False
TXNFE816518BB,ACCF1E2B839,CUST0032,2026-04-14T22:53:44,9516.52,USD,credit,ach,Merchant/Nguyen,CA,FIAT,,,,False
TXND260F48C1D,ACC5FFE8845,CUST0077,2026-04-14T23:03:31,4575.45,USD,credit,card,Merchant/Moreau,NL,FIAT,,,,False
TXN5349DB8FD7,ACCBE7FE883,CUST0017,2026-04-14T23:12:03,2083.63,USD,credit,card,Merchant/Nguyen,US,FIAT,,,,False
TXN17CCCFE46F,ACC52C9E5CD,CUST0044,2026-04-15T00:21:03,733.17,USD,debit,ach,Merchant/Volkov,CA,FIAT,,,,False
TXNC2E191AE08,ACC8E73C8F5,CUST0059,2026-04-15T00:58:57,2295.79,USD,credit,wire,Merchant/Reyes,CA,FIAT,,,,False
TXN900AE2C7C3,ACC111E36C4,CUST0030,2026-04-15T02:13:46,9777.15,USD,debit,ach,Merchant/Chen,NL,FIAT,,,,False
TXNBA77619734,ACC111E36C4,CUST0030,2026-04-15T03:05:33,8523.61,USD,debit,ach,Merchant/Abara,NL,FIAT,,,,False
TXN35E2C41C3E,ACC0F13B6AE,CUST0038,2026-04-15T03:10:20,400.94,USD,credit,wire,Merchant/Kim,CA,FIAT,,,,False
TXN83D8551E82,ACC703F936B,CUST0074,2026-04-15T04:10:00,1213.33,USD,credit,wire,Merchant/Moreau,NL,FIAT,,,,False
TXND43F9494D5,ACCCD78BF1B,CUST0026,2026-04-15T04:24:33,4815.78,USD,debit,ach,Merchant/Moreau,DE,FIAT,,,,False
TXN553E16C4E9,ACC27103F42,CUST0020,2026-04-15T05:12:10,3937.42,ETH,credit,crypto,CoinBridge Exchange,DE,CRYPTO,ETH,exchange_wallet,BUYER-3E9460,False
TXNE383A80232,ACC214B90FB,CUST0070,2026-04-15T05:21:01,1638.17,USD,debit,card,Merchant/Muller,SG,FIAT,,,,False
TXNE2DDDC6469,ACC81B90DDF,CUST0074,2026-04-15T05:25:50,9485.96,USD,credit,ach,Cash deposit,NL,FIAT,,,,False
TXN197080983F,ACC8E73C8F5,CUST0059,2026-04-15T07:40:07,3392.93,USD,credit,ach,Merchant/Khan,CA,FIAT,,,,False
TXN479D252237,ACCC5335F93,CUST0087,2026-04-15T07:58:02,9170.22,USD,credit,wire,Merchant/Nguyen,AU,FIAT,,,,False
TXN1D6FC82534,ACCEED3F5D7,CUST0006,2026-04-15T08:20:32,2025.71,XRP,credit,crypto,NovaCrypto,SG,CRYPTO,XRP,exchange_wallet,BUYER-8E66C1,False
TXN24B522FAD3,ACCC411DF40,CUST0079,2026-04-15T08:35:08,1097.71,USD,debit,wire,Merchant/Kim,SG,FIAT,,,,False
TXN3C29805562,ACC282C086D,CUST0036,2026-04-15T08:44:06,3674.18,USD,credit,ach,Merchant/Ivanov,AU,FIAT,,,,False
TXNB4A3B1E57A,ACC282C086D,CUST0036,2026-04-15T08:45:28,686.48,USD,credit,card,Merchant/Kowalski,AU,FIAT,,,,False
TXNC7EF097A82,ACC703F936B,CUST0074,2026-04-15T08:55:15,335.83,XRP,debit,crypto,OrbitalX,NL,CRYPTO,XRP,exchange_wallet,,False
TXN58705A2FB7,ACCED830739,CUST0042,2026-04-15T09:15:03,985.18,USD,credit,ach,Merchant/Smith,CA,FIAT,,,,False
TXN08763C50BA,ACC9D86F917,CUST0063,2026-04-15T09:15:10,5177.59,USD,debit,ach,Merchant/Adeyemi,CA,FIAT,,,,False
TXN5D5CE286D8,ACCC503EFC8,CUST0014,2026-04-15T09:37:10,1085.06,USD,debit,wire,Merchant/Patel,NL,FIAT,,,,False
TXN7136D88855,ACC282C086D,CUST0036,2026-04-15T09:39:12,3217.02,USD,credit,ach,Merchant/Adeyemi,AU,FIAT,,,,False
TXN9B2602BD11,ACC0BB1FA13,CUST0057,2026-04-15T10:21:47,821.14,USD,debit,ach,Merchant/Rossi,CA,FIAT,,,,False
TXN2883E1F174,ACCA91A5FC0,CUST0019,2026-04-15T10:23:23,6700.92,USD,debit,card,Merchant/Okafor,GB,FIAT,,,,False
TXN74AFCB73C2,ACCAF58DD2C,CUST0033,2026-04-15T11:05:13,773.78,USD,debit,card,Merchant/Garcia,NL,FIAT,,,,False
TXNA3F2601E3F,ACCF1E2B839,CUST0032,2026-04-15T11:56:33,1882.39,USD,debit,ach,Merchant/Khan,CA,FIAT,,,,False
TXN31B440E823,ACC2228256E,CUST0024,2026-04-15T12:28:20,6015.1,USD,credit,card,Merchant/Petrov,DE,FIAT,,,,False
TXN5E4976EA59,ACC62036A3C,CUST0013,2026-04-15T13:43:21,378.3,USD,debit,card,Merchant/Ivanov,SG,FIAT,,,,False
TXN0AE234B844,ACC16F48D07,CUST0040,2026-04-15T14:37:36,2159.24,USD,credit,ach,Merchant/Cohen,FR,FIAT,,,,False
TXND32B8C1CD6,ACCCD78BF1B,CUST0026,2026-04-15T15:07:06,1838.66,USD,debit,ach,Merchant/Lee,DE,FIAT,,,,False
TXN1E24C0BBDD,ACC68550ACB,CUST0003,2026-04-15T15:31:54,1035.16,USD,debit,ach,Merchant/Khan,DE,FIAT,,,,False
TXNFA48A08F33,ACCAF58DD2C,CUST0033,2026-04-15T17:16:15,384.34,USD,credit,ach,Merchant/Tanaka,NL,FIAT,,,,False
TXN0957B9D681,ACC81B90DDF,CUST0074,2026-04-15T17:40:11,5230.12,USD,credit,wire,Merchant/Muller,NL,FIAT,,,,False
TXN6E603EDD1B,ACCC5335F93,CUST0087,2026-04-15T19:39:19,1032.2,BTC,debit,crypto,NovaCrypto,AU,CRYPTO,BTC,exchange_wallet,,False
TXN3140F4003A,ACC7C9A1497,CUST0029,2026-04-15T20:58:33,7219.47,USD,debit,wire,Merchant/Andersson,NL,FIAT,,,,False
TXNF4A56CDD63,ACC86CD298C,CUST0061,2026-04-15T22:50:36,4977.0,USD,debit,card,Merchant/Patel,FR,FIAT,,,,False
TXN53F84C8E8C,ACCC40869FF,CUST0037,2026-04-15T22:54:06,8079.22,USD,credit,ach,Merchant/Okafor,US,FIAT,,,,False
TXN164F036BEC,ACC703F936B,CUST0074,2026-04-15T23:52:27,2909.7,SOL,credit,crypto,NovaCrypto,NL,CRYPTO,SOL,exchange_wallet,BUYER-4D37DA,False
TXN43C56C3E35,ACCA229FF18,CUST0056,2026-04-16T00:02:31,1444.56,USD,debit,card,Merchant/Ivanov,FR,FIAT,,,,False
TXN612363EED7,ACCC0175359,CUST0049,2026-04-16T00:32:02,639.65,USD,debit,card,Merchant/Smith,AU,FIAT,,,,False
TXN1496B7086C,ACCC5335F93,CUST0087,2026-04-16T01:08:20,4443.11,USD,debit,card,Merchant/Adeyemi,AU,FIAT,,,,False
TXNB08A8BF1F9,ACC703F936B,CUST0074,2026-04-16T01:25:50,9022.4,USD,credit,cash,Cash deposit,NL,FIAT,,,,False
TXN227BB45DB8,ACC7C9A1497,CUST0029,2026-04-16T03:45:21,5035.4,USD,debit,ach,Merchant/Kim,NL,FIAT,,,,False
TXN7F335E0808,ACCEA07313F,CUST0075,2026-04-16T04:24:35,277.79,USD,debit,ach,Merchant/Sato,SG,FIAT,,,,False
TXNF9754EFE45,ACCFD76BC67,CUST0070,2026-04-16T05:49:11,525.13,USD,credit,wire,Merchant/Patel,SG,FIAT,,,,False
TXN734F8CA0FC,ACC60478FA5,CUST0015,2026-04-16T07:00:38,3767.95,USD,credit,wire,Merchant/Muller,CA,FIAT,,,,False
TXN9CA2084A51,ACC4959D983,CUST0007,2026-04-16T08:01:45,6122.99,USD,credit,wire,Merchant/Farouk,AU,FIAT,,,,False
TXNBDCA498E70,ACCEA07313F,CUST0075,2026-04-16T08:02:03,297.54,USD,debit,ach,Merchant/Santos,SG,FIAT,,,,False
TXN03CF970765,ACC2F9105AC,CUST0005,2026-04-16T08:21:14,891.91,USD,credit,ach,Merchant/Muller,CA,FIAT,,,,False
TXN80CB9B13A7,ACC9D86F917,CUST0063,2026-04-16T08:53:58,2092.2,USD,credit,wire,Merchant/Kowalski,CA,FIAT,,,,False
TXN1A590B095E,ACC0A07CC5A,CUST0086,2026-04-16T08:54:13,5375.37,USD,credit,wire,Merchant/Brown,CA,FIAT,,,,False
TXND2C1CE4A28,ACCE449065E,CUST0082,2026-04-16T10:19:09,694.61,USD,credit,card,Merchant/Petrov,DE,FIAT,,,,False
TXN62BE42D6E5,ACC2AE359FF,CUST0032,2026-04-16T10:32:38,3041.96,USD,credit,ach,Merchant/Chen,CA,FIAT,,,,False
TXN87DDCDDEE9,ACC81B90DDF,CUST0074,2026-04-16T11:25:50,9205.84,USD,credit,cash,Cash deposit,NL,FIAT,,,,False
TXND492895102,ACC4959D983,CUST0007,2026-04-16T12:10:01,3176.02,USD,credit,wire,Merchant/Santos,AU,FIAT,,,,False
TXNF317F658A0,ACC0A07CC5A,CUST0086,2026-04-16T12:24:32,9515.44,USD,credit,wire,Merchant/Garcia,CA,FIAT,,,,False
TXND9CAF40799,ACC1DAE138B,CUST0043,2026-04-16T12:53:26,970.6,USD,debit,card,Merchant/Abara,US,FIAT,,,,False
TXN80DE4C8EB3,ACC35B23C21,CUST0040,2026-04-16T13:21:23,8706.63,USD,credit,wire,Merchant/Silva,FR,FIAT,,,,False
TXN91CFB65D36,ACC94EF9BD4,CUST0071,2026-04-16T13:35:22,2978.71,SOL,credit,crypto,OrbitalX,SG,CRYPTO,SOL,exchange_wallet,,True
TXN977F53E312,ACC0BB1FA13,CUST0057,2026-04-16T13:38:23,209.73,USD,debit,ach,Merchant/Reyes,CA,FIAT,,,,False
TXNBD5CEF3383,ACC04B4F9D3,CUST0019,2026-04-16T13:41:51,4569.76,USD,debit,wire,Merchant/Muller,GB,FIAT,,,,False
TXND8123DEF01,ACC8E73C8F5,CUST0059,2026-04-16T14:25:58,2676.47,USD,credit,ach,Merchant/Farouk,CA,FIAT,,,,False
TXN09768BD4D2,ACCD8848F30,CUST0016,2026-04-16T14:56:04,3363.36,USD,debit,wire,Merchant/Abara,CA,FIAT,,,,False
TXN10F9D3E266,ACCED830739,CUST0042,2026-04-16T15:56:02,601.66,USD,credit,wire,Merchant/Lee,CA,FIAT,,,,False
TXNB4B0DF5073,ACCFD76BC67,CUST0070,2026-04-16T16:05:56,693.94,USD,credit,ach,Merchant/Cohen,SG,FIAT,,,,False
TXNAF113FE80A,ACC2F9105AC,CUST0005,2026-04-16T17:24:37,449.74,USD,credit,wire,Merchant/Patel,CA,FIAT,,,,False
TXNEAE8DEB40B,ACCED830739,CUST0042,2026-04-16T17:32:50,1216.58,USD,debit,ach,Merchant/Volkov,CA,FIAT,,,,False
TXN49EF3ABD0B,ACC0EE28409,CUST0047,2026-04-16T18:08:23,1744.5,USD,debit,ach,Merchant/Abara,SG,FIAT,,,,False
TXN41753810FC,ACC60478FA5,CUST0015,2026-04-16T19:01:01,2673.68,XRP,debit,crypto,ClearChain Exchange,CA,CRYPTO,XRP,exchange_wallet,,False
TXN7B834BA7F0,ACCA229FF18,CUST0056,2026-04-16T19:37:40,372.61,USD,debit,ach,Merchant/Haddad,FR,FIAT,,,,False
TXN20B0F363A1,ACC0E253720,CUST0041,2026-04-16T19:40:45,756.14,USD,credit,ach,Merchant/Novak,CA,FIAT,,,,False
TXNF95E1822FB,ACCC40869FF,CUST0037,2026-04-16T19:53:07,9272.35,USD,debit,card,Merchant/Rossi,US,FIAT,,,,False
TXN63797F931F,ACCBFA7080B,CUST0053,2026-04-16T20:33:42,6777.87,USD,credit,ach,Merchant/Chen,SG,FIAT,,,,False
TXN36F9B8DE0A,ACCEFC74DA3,CUST0052,2026-04-16T21:26:08,5009.3,USD,debit,ach,Merchant/Volkov,DE,FIAT,,,,False
TXNA2A1869D40,ACC890A231D,CUST0072,2026-04-16T22:12:29,312.81,USD,debit,ach,Merchant/Abara,AU,FIAT,,,,False
TXN55910A7D47,ACCC503EFC8,CUST0014,2026-04-16T23:01:17,278.72,USD,credit,ach,Merchant/Silva,NL,FIAT,,,,False
TXN51BCAEEFBF,ACC7815A298,CUST0054,2026-04-17T00:44:29,1898.56,USD,debit,card,Merchant/Andersson,US,FIAT,,,,False
TXNEA7AE3FF08,ACC1E50EF85,CUST0023,2026-04-17T01:53:22,779.44,USD,debit,card,Merchant/Santos,GB,FIAT,,,,False
TXNB725340F28,ACC5FFE8845,CUST0077,2026-04-17T01:57:31,1721.27,USD,debit,wire,Merchant/Rossi,NL,FIAT,,,,False
TXNA3C41F658F,ACC53946092,CUST0012,2026-04-17T02:45:54,4138.43,USD,debit,card,Merchant/Reyes,CA,FIAT,,,,False
TXNF66FCA58A8,ACCBC14B93C,CUST0010,2026-04-17T03:35:48,3122.03,BTC,credit,crypto,CoinBridge Exchange,GB,CRYPTO,BTC,exchange_wallet,BUYER-CCAA08,False
TXNE72F17D954,ACC81B90DDF,CUST0074,2026-04-17T03:52:38,1435.08,BTC,debit,crypto,ClearChain Exchange,NL,CRYPTO,BTC,exchange_wallet,,False
TXN1E8FC4DB5B,ACC86CD298C,CUST0061,2026-04-17T04:18:43,7069.27,USD,debit,ach,Merchant/Abara,FR,FIAT,,,,False
TXNABA1A890F8,ACC81B90DDF,CUST0074,2026-04-17T04:31:08,4092.96,USD,credit,wire,Merchant/Cohen,NL,FIAT,,,,False
TXN243DAA399C,ACC64971567,CUST0068,2026-04-17T04:36:16,995.49,USD,debit,ach,Merchant/Brown,DE,FIAT,,,,False
TXN8252F80AF0,ACCED830739,CUST0042,2026-04-17T05:14:45,359.48,XRP,debit,crypto,CoinBridge Exchange,CA,CRYPTO,XRP,exchange_wallet,,False
TXNE0A3E95BAA,ACCBE7FE883,CUST0017,2026-04-17T05:31:19,3081.98,USD,debit,card,Merchant/Rossi,US,FIAT,,,,False
TXNE84FAB2BE3,ACCBC14B93C,CUST0010,2026-04-17T05:37:17,187.48,USD,credit,ach,Merchant/Cohen,GB,FIAT,,,,False
TXNE81532DE48,ACCE449065E,CUST0082,2026-04-17T05:59:33,2152.44,USD,credit,wire,Merchant/Volkov,DE,FIAT,,,,False
TXN0A06377909,ACCC0175359,CUST0049,2026-04-17T06:55:23,557.98,USD,credit,ach,Merchant/Cohen,AU,FIAT,,,,False
TXN9735CEE19F,ACC703F936B,CUST0074,2026-04-17T07:25:50,9466.58,USD,credit,cash,Cash deposit,NL,FIAT,,,,False
TXNADC399D03D,ACCAAB9FE6D,CUST0045,2026-04-17T07:54:25,721.51,USD,debit,wire,Merchant/Cohen,FR,FIAT,,,,False
TXN85B4E4A6EC,ACCEFC74DA3,CUST0052,2026-04-17T07:59:16,7050.9,USD,debit,card,Merchant/Kim,DE,FIAT,,,,False
TXN912D37755A,ACC53946092,CUST0012,2026-04-17T08:20:51,3931.93,USD,credit,wire,Merchant/Novak,CA,FIAT,,,,False
TXN2C6D5A6717,ACCA86BE06F,CUST0050,2026-04-17T08:23:50,75.17,USD,credit,card,Merchant/Khan,NL,FIAT,,,,False
TXN466BF9CC20,ACCBAF5614F,CUST0039,2026-04-17T09:09:12,5631.46,USD,debit,ach,Merchant/Lee,AU,FIAT,,,,False
TXN8E28183920,ACC586AEF9F,CUST0085,2026-04-17T09:56:19,311.55,USD,credit,ach,Merchant/Lee,DE,FIAT,,,,False
TXNC43EA7BD17,ACC961021F3,CUST0058,2026-04-17T11:28:14,249.21,USD,credit,card,Merchant/Chen,DE,FIAT,,,,False
TXNF5C755ECD2,ACC78049D8C,CUST0041,2026-04-17T12:24:54,841.22,USD,debit,card,Merchant/Volkov,CA,FIAT,,,,False
TXN9E1EA7640C,ACCDB117379,CUST0034,2026-04-17T13:44:06,4996.9,USD,debit,card,Merchant/Khan,US,FIAT,,,,False
TXNBC16192340,ACC7815A298,CUST0054,2026-04-17T13:52:13,1809.69,USD,credit,ach,Merchant/Petrov,US,FIAT,,,,False
TXN8F6A396191,ACCC9E7F2BE,CUST0009,2026-04-17T15:21:09,554.34,USD,debit,ach,Merchant/Kowalski,AU,FIAT,,,,False
TXN9C10580404,ACCD72300B2,CUST0047,2026-04-17T15:26:45,1351.03,USD,debit,wire,Merchant/Ivanov,SG,FIAT,,,,False
TXNF20AF13961,ACC890A231D,CUST0072,2026-04-17T16:56:54,132.19,USD,credit,ach,Merchant/Chen,AU,FIAT,,,,False
TXN3FC9865DA5,ACCC40869FF,CUST0037,2026-04-17T17:16:18,2187.86,XRP,credit,crypto,OrbitalX,US,CRYPTO,XRP,exchange_wallet,BUYER-B44512,False
TXN87EAA83085,ACCAF58DD2C,CUST0033,2026-04-17T17:22:09,175.08,USD,debit,ach,Merchant/Reyes,NL,FIAT,,,,False
TXN85759646EA,ACC68550ACB,CUST0003,2026-04-17T18:05:29,1088.37,USD,debit,card,Merchant/Volkov,DE,FIAT,,,,False
TXN70FAED545D,ACCC503EFC8,CUST0014,2026-04-17T18:40:11,885.69,USD,credit,card,Merchant/Farouk,NL,FIAT,,,,False
TXN284750BA24,ACC3CFC47AF,CUST0017,2026-04-17T19:35:12,1260.81,USD,debit,card,Merchant/Brown,US,FIAT,,,,False
TXND023ECEBC5,ACC2AE359FF,CUST0032,2026-04-17T20:04:29,2743.19,USD,credit,card,Merchant/Lee,CA,FIAT,,,,False
TXN5CF8EC6779,ACC78072F9C,CUST0046,2026-04-17T20:22:05,44.41,USD,credit,wire,Merchant/Abara,NL,FIAT,,,,False
TXN5D2CB5DDC1,ACC94EF9BD4,CUST0071,2026-04-17T20:54:56,622.65,USD,credit,wire,Merchant/Kowalski,SG,FIAT,,,,False
TXN5C0FE2CE7C,ACCC503EFC8,CUST0014,2026-04-17T21:08:28,399.19,USD,debit,ach,Merchant/Kowalski,NL,FIAT,,,,False
TXNB43E88546E,ACC60478FA5,CUST0015,2026-04-17T21:55:17,6772.46,USD,credit,card,Merchant/Haddad,CA,FIAT,,,,False
TXNE342C08D53,ACC0EE28409,CUST0047,2026-04-17T22:06:44,1203.9,USD,credit,wire,Merchant/Patel,SG,FIAT,,,,False
TXN657D680F8B,ACCDCF7FDD7,CUST0067,2026-04-17T22:36:12,2892.25,USD,debit,wire,Merchant/Okafor,NL,FIAT,,,,False
TXN1BB998159B,ACCDB117379,CUST0034,2026-04-17T22:43:42,4590.69,USD,debit,wire,Merchant/Petrov,US,FIAT,,,,False
TXN161A042FB8,ACC04B4F9D3,CUST0019,2026-04-17T23:05:04,1718.24,USD,debit,ach,Merchant/Kim,GB,FIAT,,,,False
TXN8484CE4BFD,ACCED830739,CUST0042,2026-04-17T23:06:53,878.47,USD,debit,card,Merchant/Silva,CA,FIAT,,,,False
TXN4416C948DA,ACC7815A298,CUST0054,2026-04-17T23:20:47,2763.18,ETH,debit,crypto,CoinBridge Exchange,US,CRYPTO,ETH,exchange_wallet,,False
TXNA9D5963F98,ACCC67FF9ED,CUST0076,2026-04-18T00:00:18,243.35,USD,debit,card,Merchant/Moreau,DE,FIAT,,,,False
TXNDD29105EF9,ACC35B23C21,CUST0040,2026-04-18T00:08:20,2127.36,USD,debit,ach,Merchant/Adeyemi,FR,FIAT,,,,False
TXNBCD81FF983,ACC60478FA5,CUST0015,2026-04-18T00:35:56,6218.34,USD,credit,ach,Merchant/Andersson,CA,FIAT,,,,False
TXN8A2E61DF11,ACC282C086D,CUST0036,2026-04-18T00:37:00,1284.1,USD,debit,card,Merchant/Patel,AU,FIAT,,,,False
TXN015BEF3C8A,ACC4959D983,CUST0007,2026-04-18T00:55:58,4854.38,USD,credit,ach,Merchant/Santos,AU,FIAT,,,,False
TXNF45CA5E98A,ACC5EFC0872,CUST0003,2026-04-18T01:23:54,1534.51,USD,debit,ach,Merchant/Ivanov,DE,FIAT,,,,False
TXN2D1393E5D7,ACC4959D983,CUST0007,2026-04-18T01:37:02,5572.91,USD,debit,ach,Merchant/Sato,AU,FIAT,,,,False
TXNBBC0A92EE1,ACC86CD298C,CUST0061,2026-04-18T03:36:46,2542.94,USD,credit,wire,Merchant/Osei,FR,FIAT,,,,False
TXN8C4BEBF2E5,ACCF945E5E7,CUST0018,2026-04-18T04:01:49,1321.1,USD,credit,wire,Merchant/Garcia,FR,FIAT,,,,False
TXN8F54AFD237,ACC5EFC0872,CUST0003,2026-04-18T04:46:49,780.91,XRP,debit,crypto,ClearChain Exchange,DE,CRYPTO,XRP,exchange_wallet,,False
TXNFD7B115623,ACCC67FF9ED,CUST0076,2026-04-18T05:16:29,734.8,BTC,debit,crypto,CoinBridge Exchange,DE,CRYPTO,BTC,exchange_wallet,,False
TXNF920EC6741,ACCC411DF40,CUST0079,2026-04-18T05:23:50,564.28,ETH,credit,crypto,ClearChain Exchange,SG,CRYPTO,ETH,exchange_wallet,BUYER-E19273,False
TXN24080D159D,ACCFC5E29A7,CUST0021,2026-04-18T05:25:56,701.29,USD,debit,card,Merchant/Petrov,US,FIAT,,,,False
TXN6E12308654,ACC163A7066,CUST0075,2026-04-18T05:26:36,924.99,USD,debit,wire,Merchant/Brown,SG,FIAT,,,,False
TXN1A5F19933F,ACC94EF9BD4,CUST0071,2026-04-18T06:46:46,402.67,USDT,credit,crypto,OrbitalX,SG,CRYPTO,USDT,exchange_wallet,BUYER-299F3E,False
TXN7A38626FBF,ACCA229FF18,CUST0056,2026-04-18T06:55:40,3603.23,BTC,debit,crypto,ClearChain Exchange,FR,CRYPTO,BTC,exchange_wallet,,False
